?,"{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{South, Outlying-US(Guam-USVI-etc), ?, United-States, Columbia}","{South, Outlying-US(Guam-USVI-etc), ?, United-States, Columbia}","{South, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Holand-Netherlands, Columbia}","{South, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Holand-Netherlands, Columbia}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Vietnam,"{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Poland,"{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Haiti,"{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Philippines,"{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
South,"{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South, Columbia}","{South, Columbia}","{South, Columbia}","{South, Columbia, Outlying-US(Guam-USVI-etc), United-States}","{South, Columbia, Outlying-US(Guam-USVI-etc), United-States}","{South, Outlying-US(Guam-USVI-etc), ?, United-States, Columbia}","{South, Outlying-US(Guam-USVI-etc), ?, United-States, Columbia}","{South, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Holand-Netherlands, Columbia}","{South, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Holand-Netherlands, Columbia}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Jamaica,"{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Peru,"{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru, Mexico}","{Peru, Mexico}","{Peru, Mexico}","{Peru, Mexico}","{Peru, Mexico}","{Peru, Mexico}","{Peru, Mexico}","{Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Ecuador, Peru, Mexico}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Mexico, Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, Trinadad&Tobago, Nicaragua, Mexico, Guatemala, El-Salvador, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Greece,"{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Japan,"{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Canada, Japan}","{Canada, Japan}","{Canada, Japan}","{Canada, Japan}","{Canada, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Iran,"{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Taiwan,"{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
India,"{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{China, India}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{India, Taiwan, Japan, China, Philippines, Canada, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{Thailand, Taiwan, India, Laos, Japan, Cambodia, China, Philippines, Canada, Vietnam, Iran}","{South, Thailand, Taiwan, India, Outlying-US(Guam-USVI-etc), ?, Hong, United-States, Japan, Laos, Holand-Netherlands, Cambodia, China, Philippines, Columbia, Canada, Vietnam, Iran}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Ireland,"{Ireland}","{Ireland}","{Ireland}","{Scotland, Ireland}","{Scotland, Ireland}","{Scotland, Ireland}","{Scotland, Ireland}","{Scotland, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Germany,"{Germany, Italy}","{Germany, Italy}","{Germany, Italy}","{Germany, Italy}","{Germany, Italy}","{Germany, Italy}","{Germany, Italy}","{Germany, Italy}","{Germany, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Germany, France, Italy, Greece}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Italy, Germany, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, Yugoslavia, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Outlying-US(Guam-USVI-etc), Laos, Holand-Netherlands, Columbia, Hungary, Poland, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
