age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income
71;Self-emp-not-inc;494223;Undergraduate;10;Separated;Sales;Unmarried;Black;Male;0;1816;2;United-States;<=50K
29;Private;191535;High School;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;60;United-States;<=50K
42;Private;228456;Undergraduate;13;Separated;Other-service;Other-relative;Black;Male;0;0;50;United-States;<=50K
68;?;38317;Primary School;2;Divorced;?;Not-in-family;White;Female;0;0;20;United-States;<=50K
25;Private;252752;High School;9;Never-married;Other-service;Unmarried;White;Female;0;0;40;United-States;<=50K
44;Self-emp-inc;78374;Graduate;14;Divorced;Exec-managerial;Unmarried;Asian-Pac-Islander;Female;0;0;40;United-States;<=50K
28;*;88419;*;9;Never-married;*;Not-in-family;Asian-Pac-Islander;Female;0;0;40;*;<=50K
45;Self-emp-not-inc;201080;Graduate;14;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;>50K
36;Private;207157;Undergraduate;10;Divorced;Other-service;Unmarried;White;Female;0;0;40;Mexico;<=50K
39;Federal-gov;235485;Professional Education;12;Never-married;Exec-managerial;Not-in-family;White;Male;0;0;42;United-States;<=50K
46;*;102628;*;14;Widowed;*;Unmarried;White;Male;0;0;40;*;<=50K
18;Private;25828;High School;7;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;16;United-States;<=50K
66;Local-gov;54826;Professional Education;11;Widowed;Prof-specialty;Not-in-family;White;Female;0;0;20;United-States;<=50K
27;Private;124953;High School;9;Never-married;Other-service;Not-in-family;White;Male;0;1980;40;United-States;<=50K
28;State-gov;175325;High School;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States;<=50K
51;Private;96062;Undergraduate;10;Married-civ-spouse;Sales;Husband;White;Male;0;1977;40;United-States;>50K
27;Private;428030;Undergraduate;13;Never-married;Craft-repair;Not-in-family;White;Male;0;0;50;United-States;<=50K
28;State-gov;149624;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
27;Private;253814;High School;9;Married-spouse-absent;Sales;Unmarried;White;Female;0;0;25;United-States;<=50K
21;Private;312956;High School;9;Never-married;Craft-repair;Own-child;Black;Male;0;0;40;United-States;<=50K
34;Private;483777;High School;9;Never-married;Handlers-cleaners;Not-in-family;Black;Male;0;0;40;United-States;<=50K
18;Private;183930;High School;9;Never-married;Other-service;Own-child;White;Male;0;0;12;United-States;<=50K
33;Private;37274;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;65;United-States;<=50K
44;Local-gov;181344;Undergraduate;10;Married-civ-spouse;Exec-managerial;Husband;Black;Male;0;0;38;United-States;>50K
43;Private;114580;Undergraduate;10;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
30;Private;633742;Undergraduate;10;Never-married;Craft-repair;Not-in-family;Black;Male;0;0;45;United-States;<=50K
40;Private;286370;High School;4;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;Mexico;>50K
37;Federal-gov;29054;Undergraduate;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;42;United-States;>50K
34;Private;304030;High School;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;40;United-States;<=50K
41;Self-emp-not-inc;143129;Undergraduate;13;Divorced;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States;<=50K
53;?;135105;Undergraduate;13;Divorced;?;Not-in-family;White;Female;0;0;50;United-States;<=50K
31;Private;99928;Graduate;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;50;United-States;<=50K
58;State-gov;109567;Graduate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;1;United-States;>50K
38;Private;155222;Undergraduate;10;Divorced;Machine-op-inspct;Not-in-family;Black;Female;0;0;28;United-States;<=50K
24;Private;159567;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
41;Local-gov;523910;Undergraduate;13;Married-civ-spouse;Craft-repair;Husband;Black;Male;0;0;40;United-States;<=50K
47;Private;120939;Undergraduate;10;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;45;United-States;<=50K
41;Federal-gov;130760;Undergraduate;13;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;24;United-States;<=50K
23;*;197387;*;3;Married-civ-spouse;*;Other-relative;White;Male;0;0;40;*;<=50K
36;Private;99374;Undergraduate;10;Divorced;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
40;Federal-gov;56795;Graduate;14;Never-married;Exec-managerial;Not-in-family;White;Female;14084;0;55;United-States;>50K
35;Private;138992;Graduate;14;Married-civ-spouse;Prof-specialty;Other-relative;White;Male;7298;0;40;United-States;>50K
24;Self-emp-not-inc;32921;High School;9;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States;<=50K
26;Private;397317;Graduate;14;Never-married;Prof-specialty;Not-in-family;White;Female;0;1876;40;United-States;<=50K
19;*;170653;*;9;Never-married;*;Own-child;White;Male;0;0;40;*;<=50K
51;Private;259323;Undergraduate;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;>50K
42;Local-gov;254817;Undergraduate;10;Never-married;Prof-specialty;Not-in-family;White;Female;0;1340;40;United-States;<=50K
37;State-gov;48211;High School;9;Divorced;Adm-clerical;Unmarried;White;Female;0;0;35;United-States;<=50K
18;Private;140164;High School;7;Never-married;Sales;Own-child;White;Female;0;0;40;United-States;<=50K
36;Private;128757;Undergraduate;13;Married-civ-spouse;Other-service;Husband;Black;Male;7298;0;36;United-States;>50K
35;Private;36270;High School;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;60;United-States;<=50K
58;Self-emp-inc;210563;High School;9;Married-civ-spouse;Sales;Wife;White;Female;15024;0;35;United-States;>50K
17;Private;65368;High School;7;Never-married;Sales;Own-child;White;Female;0;0;12;United-States;<=50K
44;Local-gov;160943;High School;9;Married-civ-spouse;Transport-moving;Husband;Black;Male;0;0;40;United-States;<=50K
37;Private;208358;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
35;Private;153790;Undergraduate;10;Never-married;Sales;Not-in-family;Amer-Indian-Eskimo;Female;0;0;40;United-States;<=50K
60;Private;85815;High School;9;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0;0;40;United-States;<=50K
54;*;125417;*;4;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;>50K
37;Private;635913;Undergraduate;13;Never-married;Exec-managerial;Not-in-family;Black;Male;0;0;60;United-States;>50K
50;Private;313321;Professional Education;12;Divorced;Sales;Not-in-family;White;Female;0;0;40;United-States;<=50K
38;*;182609;*;13;Married-civ-spouse;*;Husband;White;Male;0;0;50;*;<=50K
45;Private;109434;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;United-States;<=50K
25;Private;255004;High School;6;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
31;Private;197860;Undergraduate;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;40;United-States;<=50K
64;?;187656;Primary School;2;Divorced;?;Not-in-family;White;Male;0;0;40;United-States;<=50K
90;Private;51744;High School;9;Never-married;Other-service;Not-in-family;Black;Male;0;2206;40;United-States;<=50K
54;Private;176681;High School;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;20;United-States;<=50K
53;*;140359;*;1;Never-married;*;Not-in-family;White;Female;0;0;35;*;<=50K
18;Private;243313;High School;9;Never-married;Sales;Own-child;White;Female;0;0;40;United-States;<=50K
60;?;24215;High School;6;Divorced;?;Not-in-family;Amer-Indian-Eskimo;Female;0;0;10;United-States;<=50K
66;Self-emp-not-inc;167687;High School;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;1409;0;50;United-States;<=50K
75;*;314209;*;11;Widowed;*;Not-in-family;White;Female;0;0;20;*;<=50K
65;Private;176796;High School;9;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
35;Private;538583;High School;7;Separated;Transport-moving;Not-in-family;Black;Male;3674;0;40;United-States;<=50K
41;Private;130408;High School;9;Divorced;Sales;Unmarried;Black;Female;0;0;38;United-States;<=50K
25;Private;159732;Undergraduate;10;Never-married;Adm-clerical;Not-in-family;White;Male;0;0;42;United-States;<=50K
33;Private;110978;Undergraduate;10;Divorced;Craft-repair;Other-relative;Other;Female;0;0;40;United-States;<=50K
28;Private;76714;Professional Education;15;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;55;United-States;>50K
59;State-gov;268700;High School;9;Married-civ-spouse;Other-service;Husband;White;Male;0;0;40;United-States;<=50K
40;State-gov;170525;Undergraduate;10;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;38;United-States;<=50K
41;*;180138;*;13;Married-civ-spouse;*;Husband;White;Male;0;0;50;*;>50K
38;Local-gov;115076;Graduate;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;70;United-States;>50K
23;Private;115458;High School;9;Never-married;Transport-moving;Own-child;White;Male;0;0;40;United-States;<=50K
40;Private;347890;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
41;Self-emp-not-inc;196001;High School;9;Married-civ-spouse;Other-service;Wife;White;Female;0;0;20;United-States;<=50K
24;State-gov;273905;Professional Education;12;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;50;United-States;<=50K
20;?;119156;Undergraduate;10;Never-married;?;Own-child;White;Male;0;0;20;United-States;<=50K
38;Private;179488;Undergraduate;10;Divorced;Craft-repair;Not-in-family;White;Male;0;1741;40;United-States;<=50K
56;Private;203580;High School;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;35;?;<=50K
58;Private;236596;High School;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;45;United-States;>50K
32;Private;183916;High School;9;Never-married;Other-service;Not-in-family;White;Female;0;0;34;United-States;<=50K
40;Private;207578;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;1977;60;United-States;>50K
45;Private;153141;High School;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;?;<=50K
41;Private;112763;Professional Education;15;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;40;United-States;>50K
42;Private;390781;Undergraduate;13;Married-civ-spouse;Adm-clerical;Wife;Black;Female;0;0;40;United-States;<=50K
59;Local-gov;171328;High School;6;Widowed;Other-service;Unmarried;Black;Female;0;0;30;United-States;<=50K
