age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income
19;Non-Government;168294;High School;9;Never-married;Craft-repair;Own-child;White;Male;0;0;40;United-States;<=50K
54;*;180211;*;10;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;60;*;>50K
39;Non-Government;367260;High School;9;Divorced;Exec-managerial;Not-in-family;White;Male;0;0;80;United-States;<=50K
49;Non-Government;193366;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
23;*;190709;*;12;Never-married;*;Not-in-family;White;Male;0;0;52;*;<=50K
20;Non-Government;266015;Undergraduate;10;Never-married;Sales;Own-child;Black;Male;0;0;44;United-States;<=50K
45;Non-Government;386940;Undergraduate;13;Divorced;Exec-managerial;Own-child;White;Male;0;1408;40;United-States;<=50K
30;Government;59951;Undergraduate;10;Married-civ-spouse;Adm-clerical;Own-child;White;Male;0;0;40;United-States;<=50K
22;*;311512;*;10;Married-civ-spouse;*;Husband;Black;Male;0;0;15;*;<=50K
48;*;242406;*;7;Never-married;*;Unmarried;White;Male;0;0;40;*;<=50K
21;Non-Government;197200;Undergraduate;10;Never-married;Machine-op-inspct;Own-child;White;Male;0;0;40;United-States;<=50K
19;Non-Government;544091;High School;9;Married-AF-spouse;Adm-clerical;Wife;White;Female;0;0;25;United-States;<=50K
31;*;84154;*;10;Married-civ-spouse;*;Husband;White;Male;0;0;38;*;>50K
48;Non-Government;265477;Professional Education;12;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;<=50K
31;Non-Government;507875;High School;5;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;43;United-States;<=50K
53;Non-Government;88506;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;<=50K
24;Non-Government;172987;Undergraduate;13;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;50;United-States;<=50K
49;Non-Government;94638;High School;9;Separated;Adm-clerical;Unmarried;White;Female;0;0;40;United-States;<=50K
25;Non-Government;289980;High School;9;Never-married;Handlers-cleaners;Not-in-family;White;Male;0;0;35;United-States;<=50K
57;Government;337895;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;Black;Male;0;0;40;United-States;>50K
53;Non-Government;144361;High School;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;38;United-States;<=50K
44;Non-Government;128354;Graduate;14;Divorced;Exec-managerial;Unmarried;White;Female;0;0;40;United-States;<=50K
41;*;101603;*;11;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
29;Non-Government;271466;Professional Education;11;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;43;United-States;<=50K
25;Non-Government;32275;Undergraduate;10;Married-civ-spouse;Exec-managerial;Wife;Other;Female;0;0;40;United-States;<=50K
18;*;226956;*;9;Never-married;*;Own-child;White;Female;0;0;30;*;<=50K
47;*;51835;*;15;Married-civ-spouse;*;Wife;White;Female;0;1902;60;*;>50K
50;Government;251585;Undergraduate;13;Divorced;Exec-managerial;Not-in-family;White;Male;0;0;55;United-States;>50K
47;Non-Government;109832;High School;9;Divorced;Exec-managerial;Not-in-family;White;Male;0;0;60;United-States;<=50K
43;Non-Government;237993;Undergraduate;10;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;40;United-States;>50K
46;*;216666;*;3;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
35;*;56352;*;11;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
41;Non-Government;147372;High School;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;48;United-States;<=50K
30;Non-Government;188146;High School;9;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;5013;0;40;United-States;<=50K
30;Non-Government;59496;Undergraduate;13;Married-civ-spouse;Sales;Husband;White;Male;2407;0;40;United-States;<=50K
32;*;293936;*;4;Married-spouse-absent;*;Not-in-family;White;Male;0;0;40;*;<=50K
48;Non-Government;149640;High School;9;Married-civ-spouse;Transport-moving;Husband;White;Male;0;0;40;United-States;<=50K
42;Non-Government;116632;Graduate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;45;United-States;>50K
29;Non-Government;105598;Undergraduate;10;Divorced;Tech-support;Not-in-family;White;Male;0;0;58;United-States;<=50K
36;Non-Government;155537;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
28;Non-Government;183175;Undergraduate;10;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
53;Non-Government;169846;High School;9;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;40;United-States;>50K
49;Non-Government;191681;Undergraduate;10;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;>50K
25;?;200681;Undergraduate;10;Never-married;?;Own-child;White;Male;0;0;40;United-States;<=50K
19;Non-Government;101509;Undergraduate;10;Never-married;Prof-specialty;Own-child;White;Male;0;0;32;United-States;<=50K
31;Non-Government;309974;Undergraduate;13;Separated;Sales;Own-child;Black;Female;0;0;40;United-States;<=50K
29;Non-Government;162298;Undergraduate;13;Married-civ-spouse;Sales;Husband;White;Male;0;0;70;United-States;>50K
23;Non-Government;211678;Undergraduate;10;Never-married;Machine-op-inspct;Not-in-family;White;Male;0;0;40;United-States;<=50K
79;Non-Government;124744;Undergraduate;10;Married-civ-spouse;Prof-specialty;Other-relative;White;Male;0;0;20;United-States;<=50K
27;*;213921;*;9;Never-married;*;Own-child;White;Male;0;0;40;*;<=50K
40;Non-Government;32214;Professional Education;12;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;<=50K
67;?;212759;High School;6;Married-civ-spouse;?;Husband;White;Male;0;0;2;United-States;<=50K
18;Non-Government;309634;High School;7;Never-married;Other-service;Own-child;White;Female;0;0;22;United-States;<=50K
31;*;125927;*;4;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
18;Non-Government;446839;High School;9;Never-married;Sales;Not-in-family;White;Male;0;0;30;United-States;<=50K
52;*;276515;*;13;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
46;Non-Government;51618;High School;9;Married-civ-spouse;Other-service;Wife;White;Female;0;0;40;United-States;<=50K
59;Non-Government;159937;High School;9;Married-civ-spouse;Sales;Husband;White;Male;0;0;48;United-States;<=50K
44;Non-Government;343591;High School;9;Divorced;Craft-repair;Not-in-family;White;Female;14344;0;40;United-States;>50K
53;Non-Government;346253;High School;9;Divorced;Sales;Own-child;White;Female;0;0;35;United-States;<=50K
49;Government;268234;High School;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States;>50K
33;Non-Government;202051;Graduate;14;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;<=50K
30;Non-Government;54334;High School;5;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States;<=50K
43;Government;410867;Graduate;16;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;50;United-States;>50K
57;Non-Government;249977;Professional Education;11;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;<=50K
37;Non-Government;286730;Undergraduate;10;Divorced;Craft-repair;Unmarried;White;Female;0;0;40;United-States;<=50K
28;Non-Government;212563;Undergraduate;10;Divorced;Machine-op-inspct;Unmarried;Black;Female;0;0;25;United-States;<=50K
30;*;117747;*;9;Married-civ-spouse;*;Wife;Asian-Pac-Islander;Female;0;1573;35;*;<=50K
34;Government;226296;Undergraduate;13;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States;>50K
29;*;115585;*;10;Never-married;*;Not-in-family;White;Male;0;0;50;*;<=50K
48;Non-Government;191277;Graduate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;1902;60;United-States;>50K
37;Non-Government;202683;Undergraduate;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;48;United-States;>50K
48;*;171095;*;12;Divorced;*;Unmarried;White;Female;0;0;40;*;<=50K
32;Government;249409;High School;9;Never-married;Other-service;Own-child;Black;Male;0;0;40;United-States;<=50K
76;Non-Government;124191;Graduate;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;40;United-States;>50K
44;Non-Government;198282;Undergraduate;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;15024;0;60;United-States;>50K
47;Non-Government;149116;Graduate;14;Never-married;Prof-specialty;Not-in-family;White;Female;0;0;50;United-States;<=50K
20;Non-Government;188300;Undergraduate;10;Never-married;Tech-support;Own-child;White;Female;0;0;40;United-States;<=50K
29;Non-Government;103432;High School;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
32;Non-Government;317660;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;7688;0;40;United-States;>50K
17;?;304873;High School;6;Never-married;?;Own-child;White;Female;34095;0;32;United-States;<=50K
30;Non-Government;194901;High School;7;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;40;United-States;<=50K
31;Government;189265;High School;9;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
42;Non-Government;124692;High School;9;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;40;United-States;<=50K
24;Non-Government;432376;Undergraduate;13;Never-married;Sales;Other-relative;White;Male;0;0;40;United-States;<=50K
38;Non-Government;65324;Professional Education;15;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
56;*;335605;*;9;Married-civ-spouse;*;Husband;White;Male;0;1887;50;*;>50K
28;Non-Government;377869;Undergraduate;10;Married-civ-spouse;Sales;Wife;White;Female;4064;0;25;United-States;<=50K
36;Non-Government;102864;High School;9;Never-married;Machine-op-inspct;Own-child;White;Female;0;0;40;United-States;<=50K
53;Non-Government;95647;High School;5;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;50;United-States;<=50K
56;Non-Government;303090;Undergraduate;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;<=50K
49;*;197371;*;11;Married-civ-spouse;*;Husband;Black;Male;0;0;40;*;>50K
55;Non-Government;247552;Undergraduate;10;Married-civ-spouse;Sales;Husband;White;Male;0;0;56;United-States;<=50K
22;Non-Government;102632;High School;9;Never-married;Craft-repair;Not-in-family;White;Male;0;0;41;United-States;<=50K
21;Non-Government;199915;Undergraduate;10;Never-married;Other-service;Own-child;White;Female;0;0;40;United-States;<=50K
40;Non-Government;118853;Undergraduate;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;60;United-States;<=50K
30;*;77143;*;13;Never-married;*;Own-child;Black;Male;0;0;40;*;<=50K
29;Government;267989;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;50;United-States;>50K
19;Non-Government;301606;Undergraduate;10;Never-married;Other-service;Own-child;Black;Male;0;0;35;United-States;<=50K
47;Non-Government;287828;Undergraduate;13;Married-civ-spouse;Exec-managerial;Wife;White;Female;0;0;40;United-States;>50K
20;Non-Government;111697;Undergraduate;10;Never-married;Adm-clerical;Own-child;White;Female;0;1719;28;United-States;<=50K
31;Non-Government;114937;Professional Education;12;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;40;United-States;>50K
35;?;129305;High School;9;Married-civ-spouse;?;Husband;White;Male;0;0;40;United-States;<=50K
39;Non-Government;365739;Undergraduate;10;Divorced;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
28;Non-Government;69621;Professional Education;12;Never-married;Sales;Not-in-family;White;Female;0;0;60;United-States;<=50K
24;Non-Government;43323;High School;9;Never-married;Other-service;Not-in-family;White;Female;0;1762;40;United-States;<=50K
38;Non-Government;120985;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;4386;0;35;United-States;<=50K
37;Non-Government;254202;Undergraduate;13;Married-civ-spouse;Sales;Husband;White;Male;0;0;50;United-States;<=50K
46;Non-Government;146195;Professional Education;12;Divorced;Tech-support;Not-in-family;Black;Female;0;0;36;United-States;<=50K
38;*;125933;*;14;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;>50K
43;Non-Government;56920;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;60;United-States;<=50K
27;Non-Government;163127;Professional Education;11;Married-civ-spouse;Adm-clerical;Wife;White;Female;0;0;35;United-States;<=50K
20;Non-Government;34310;Undergraduate;10;Never-married;Sales;Own-child;White;Male;0;0;20;United-States;<=50K
49;Non-Government;81973;Undergraduate;10;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0;0;40;United-States;>50K
61;Non-Government;66614;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;<=50K
27;Non-Government;232782;Undergraduate;10;Never-married;Sales;Own-child;White;Female;0;0;40;United-States;<=50K
19;*;316868;*;10;Never-married;*;Own-child;White;Male;0;0;30;*;<=50K
45;Non-Government;196584;Professional Education;11;Never-married;Prof-specialty;Not-in-family;White;Female;0;1564;40;United-States;>50K
70;Non-Government;105376;Undergraduate;10;Never-married;Tech-support;Other-relative;White;Male;0;0;40;United-States;<=50K
31;Non-Government;185814;High School;9;Never-married;Transport-moving;Unmarried;Black;Female;0;0;30;United-States;<=50K
22;Non-Government;175374;Undergraduate;10;Married-civ-spouse;Other-service;Husband;White;Male;0;0;24;United-States;<=50K
36;Non-Government;108293;High School;9;Widowed;Other-service;Unmarried;White;Female;0;0;24;United-States;<=50K
64;Non-Government;181232;High School;7;Married-civ-spouse;Craft-repair;Husband;White;Male;0;2179;40;United-States;<=50K
43;?;174662;Undergraduate;10;Divorced;?;Not-in-family;White;Female;0;0;40;United-States;<=50K
47;*;186009;*;10;Divorced;*;Unmarried;White;Female;0;0;38;*;<=50K
34;Non-Government;198183;High School;9;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
33;*;163003;*;13;Never-married;*;Other-relative;Asian-Pac-Islander;Female;0;0;40;*;<=50K
21;Non-Government;296158;High School;9;Never-married;Craft-repair;Own-child;White;Male;0;0;35;United-States;<=50K
52;?;252903;High School;9;Divorced;?;Not-in-family;White;Male;0;0;45;United-States;>50K
48;Non-Government;187715;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;46;United-States;<=50K
23;Non-Government;214542;Undergraduate;13;Never-married;Handlers-cleaners;Not-in-family;White;Male;0;0;40;United-States;<=50K
71;Non-Government;494223;Undergraduate;10;Separated;Sales;Unmarried;Black;Male;0;1816;2;United-States;<=50K
29;Non-Government;191535;High School;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;60;United-States;<=50K
42;Non-Government;228456;Undergraduate;13;Separated;Other-service;Other-relative;Black;Male;0;0;50;United-States;<=50K
68;*;38317;*;2;Divorced;*;Not-in-family;White;Female;0;0;20;*;<=50K
25;Non-Government;252752;High School;9;Never-married;Other-service;Unmarried;White;Female;0;0;40;United-States;<=50K
44;Non-Government;78374;Graduate;14;Divorced;Exec-managerial;Unmarried;Asian-Pac-Islander;Female;0;0;40;United-States;<=50K
28;*;88419;*;9;Never-married;*;Not-in-family;Asian-Pac-Islander;Female;0;0;40;*;<=50K
45;Non-Government;201080;Graduate;14;Married-civ-spouse;Sales;Husband;White;Male;0;0;40;United-States;>50K
36;*;207157;*;10;Divorced;*;Unmarried;White;Female;0;0;40;*;<=50K
39;*;235485;*;12;Never-married;*;Not-in-family;White;Male;0;0;42;*;<=50K
46;*;102628;*;14;Widowed;*;Unmarried;White;Male;0;0;40;*;<=50K
18;Non-Government;25828;High School;7;Never-married;Handlers-cleaners;Own-child;White;Male;0;0;16;United-States;<=50K
66;Government;54826;Professional Education;11;Widowed;Prof-specialty;Not-in-family;White;Female;0;0;20;United-States;<=50K
27;Non-Government;124953;High School;9;Never-married;Other-service;Not-in-family;White;Male;0;1980;40;United-States;<=50K
28;Government;175325;High School;9;Married-civ-spouse;Protective-serv;Husband;White;Male;0;0;40;United-States;<=50K
51;Non-Government;96062;Undergraduate;10;Married-civ-spouse;Sales;Husband;White;Male;0;1977;40;United-States;>50K
27;Non-Government;428030;Undergraduate;13;Never-married;Craft-repair;Not-in-family;White;Male;0;0;50;United-States;<=50K
28;Government;149624;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
27;Non-Government;253814;High School;9;Married-spouse-absent;Sales;Unmarried;White;Female;0;0;25;United-States;<=50K
21;Non-Government;312956;High School;9;Never-married;Craft-repair;Own-child;Black;Male;0;0;40;United-States;<=50K
34;Non-Government;483777;High School;9;Never-married;Handlers-cleaners;Not-in-family;Black;Male;0;0;40;United-States;<=50K
18;Non-Government;183930;High School;9;Never-married;Other-service;Own-child;White;Male;0;0;12;United-States;<=50K
33;Non-Government;37274;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;65;United-States;<=50K
44;Government;181344;Undergraduate;10;Married-civ-spouse;Exec-managerial;Husband;Black;Male;0;0;38;United-States;>50K
43;Non-Government;114580;Undergraduate;10;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
30;Non-Government;633742;Undergraduate;10;Never-married;Craft-repair;Not-in-family;Black;Male;0;0;45;United-States;<=50K
40;*;286370;*;4;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;>50K
37;Government;29054;Undergraduate;10;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;42;United-States;>50K
34;Non-Government;304030;High School;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;40;United-States;<=50K
41;Non-Government;143129;Undergraduate;13;Divorced;Exec-managerial;Not-in-family;White;Female;0;0;40;United-States;<=50K
53;?;135105;Undergraduate;13;Divorced;?;Not-in-family;White;Female;0;0;50;United-States;<=50K
31;Non-Government;99928;Graduate;14;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;50;United-States;<=50K
58;Government;109567;Graduate;16;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;1;United-States;>50K
38;Non-Government;155222;Undergraduate;10;Divorced;Machine-op-inspct;Not-in-family;Black;Female;0;0;28;United-States;<=50K
24;Non-Government;159567;Undergraduate;10;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;<=50K
41;*;523910;*;13;Married-civ-spouse;*;Husband;Black;Male;0;0;40;*;<=50K
47;Non-Government;120939;Undergraduate;10;Married-civ-spouse;Tech-support;Husband;White;Male;0;0;45;United-States;<=50K
41;*;130760;*;13;Married-civ-spouse;*;Husband;White;Male;0;0;24;*;<=50K
23;*;197387;*;3;Married-civ-spouse;*;Other-relative;White;Male;0;0;40;*;<=50K
36;Non-Government;99374;Undergraduate;10;Divorced;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
40;Government;56795;Graduate;14;Never-married;Exec-managerial;Not-in-family;White;Female;14084;0;55;United-States;>50K
35;Non-Government;138992;Graduate;14;Married-civ-spouse;Prof-specialty;Other-relative;White;Male;7298;0;40;United-States;>50K
24;Non-Government;32921;High School;9;Never-married;Sales;Not-in-family;White;Male;0;0;40;United-States;<=50K
26;Non-Government;397317;Graduate;14;Never-married;Prof-specialty;Not-in-family;White;Female;0;1876;40;United-States;<=50K
19;*;170653;*;9;Never-married;*;Own-child;White;Male;0;0;40;*;<=50K
51;Non-Government;259323;Undergraduate;13;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;50;United-States;>50K
42;Government;254817;Undergraduate;10;Never-married;Prof-specialty;Not-in-family;White;Female;0;1340;40;United-States;<=50K
37;Government;48211;High School;9;Divorced;Adm-clerical;Unmarried;White;Female;0;0;35;United-States;<=50K
18;Non-Government;140164;High School;7;Never-married;Sales;Own-child;White;Female;0;0;40;United-States;<=50K
36;Non-Government;128757;Undergraduate;13;Married-civ-spouse;Other-service;Husband;Black;Male;7298;0;36;United-States;>50K
35;Non-Government;36270;High School;9;Divorced;Craft-repair;Not-in-family;White;Male;0;0;60;United-States;<=50K
58;Non-Government;210563;High School;9;Married-civ-spouse;Sales;Wife;White;Female;15024;0;35;United-States;>50K
17;Non-Government;65368;High School;7;Never-married;Sales;Own-child;White;Female;0;0;12;United-States;<=50K
44;Government;160943;High School;9;Married-civ-spouse;Transport-moving;Husband;Black;Male;0;0;40;United-States;<=50K
37;Non-Government;208358;High School;9;Married-civ-spouse;Craft-repair;Husband;White;Male;0;0;40;United-States;>50K
35;Non-Government;153790;Undergraduate;10;Never-married;Sales;Not-in-family;Amer-Indian-Eskimo;Female;0;0;40;United-States;<=50K
60;Non-Government;85815;High School;9;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0;0;40;United-States;<=50K
54;Non-Government;125417;High School;4;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0;0;40;United-States;>50K
37;Non-Government;635913;Undergraduate;13;Never-married;Exec-managerial;Not-in-family;Black;Male;0;0;60;United-States;>50K
50;Non-Government;313321;Professional Education;12;Divorced;Sales;Not-in-family;White;Female;0;0;40;United-States;<=50K
38;*;182609;*;13;Married-civ-spouse;*;Husband;White;Male;0;0;50;*;<=50K
45;Non-Government;109434;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;55;United-States;<=50K
25;Non-Government;255004;High School;6;Never-married;Craft-repair;Not-in-family;White;Male;0;0;40;United-States;<=50K
31;Non-Government;197860;Undergraduate;10;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0;0;40;United-States;<=50K
64;*;187656;*;2;Divorced;*;Not-in-family;White;Male;0;0;40;*;<=50K
90;Non-Government;51744;High School;9;Never-married;Other-service;Not-in-family;Black;Male;0;2206;40;United-States;<=50K
54;Non-Government;176681;High School;9;Married-civ-spouse;Adm-clerical;Husband;Black;Male;0;0;20;United-States;<=50K
53;*;140359;*;1;Never-married;*;Not-in-family;White;Female;0;0;35;*;<=50K
18;Non-Government;243313;High School;9;Never-married;Sales;Own-child;White;Female;0;0;40;United-States;<=50K
60;?;24215;High School;6;Divorced;?;Not-in-family;Amer-Indian-Eskimo;Female;0;0;10;United-States;<=50K
66;Non-Government;167687;High School;9;Married-civ-spouse;Farming-fishing;Husband;White;Male;1409;0;50;United-States;<=50K
75;*;314209;*;11;Widowed;*;Not-in-family;White;Female;0;0;20;*;<=50K
65;Non-Government;176796;High School;9;Divorced;Adm-clerical;Not-in-family;White;Female;0;0;40;United-States;<=50K
35;Non-Government;538583;High School;7;Separated;Transport-moving;Not-in-family;Black;Male;3674;0;40;United-States;<=50K
41;Non-Government;130408;High School;9;Divorced;Sales;Unmarried;Black;Female;0;0;38;United-States;<=50K
25;Non-Government;159732;Undergraduate;10;Never-married;Adm-clerical;Not-in-family;White;Male;0;0;42;United-States;<=50K
33;Non-Government;110978;Undergraduate;10;Divorced;Craft-repair;Other-relative;Other;Female;0;0;40;United-States;<=50K
28;Non-Government;76714;Professional Education;15;Never-married;Prof-specialty;Not-in-family;White;Male;0;0;55;United-States;>50K
59;Government;268700;High School;9;Married-civ-spouse;Other-service;Husband;White;Male;0;0;40;United-States;<=50K
40;Government;170525;Undergraduate;10;Never-married;Adm-clerical;Not-in-family;White;Female;0;0;38;United-States;<=50K
41;*;180138;*;13;Married-civ-spouse;*;Husband;White;Male;0;0;50;*;>50K
38;Government;115076;Graduate;14;Married-civ-spouse;Exec-managerial;Husband;White;Male;0;0;70;United-States;>50K
23;Non-Government;115458;High School;9;Never-married;Transport-moving;Own-child;White;Male;0;0;40;United-States;<=50K
40;Non-Government;347890;Undergraduate;13;Married-civ-spouse;Prof-specialty;Husband;White;Male;0;0;40;United-States;>50K
41;Non-Government;196001;High School;9;Married-civ-spouse;Other-service;Wife;White;Female;0;0;20;United-States;<=50K
24;*;273905;*;12;Married-civ-spouse;*;Husband;White;Male;0;0;50;*;<=50K
20;?;119156;Undergraduate;10;Never-married;?;Own-child;White;Male;0;0;20;United-States;<=50K
38;Non-Government;179488;Undergraduate;10;Divorced;Craft-repair;Not-in-family;White;Male;0;1741;40;United-States;<=50K
56;*;203580;*;9;Married-civ-spouse;*;Husband;White;Male;0;0;35;*;<=50K
58;Non-Government;236596;High School;9;Married-civ-spouse;Adm-clerical;Husband;White;Male;0;0;45;United-States;>50K
32;Non-Government;183916;High School;9;Never-married;Other-service;Not-in-family;White;Female;0;0;34;United-States;<=50K
40;Non-Government;207578;Professional Education;12;Married-civ-spouse;Tech-support;Husband;White;Male;0;1977;60;United-States;>50K
45;*;153141;*;9;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;<=50K
41;Non-Government;112763;Professional Education;15;Married-civ-spouse;Prof-specialty;Wife;White;Female;0;0;40;United-States;>50K
42;Non-Government;390781;Undergraduate;13;Married-civ-spouse;Adm-clerical;Wife;Black;Female;0;0;40;United-States;<=50K
