age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income
44;Private;343591;{HS-grad, Some-college};9;Divorced;{Craft-repair};Not-in-family;White;Female;14344;0;40;United-States;>50K
53;Private;346253;{HS-grad, Some-college};9;Divorced;{Sales};Own-child;White;Female;0;0;35;United-States;<=50K
49;Local-gov;268234;{HS-grad, Some-college};9;Married-civ-spouse;{Protective-serv};Husband;White;Male;0;0;40;United-States;>50K
33;Private;202051;{Masters};14;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;0;50;United-States;<=50K
30;Private;54334;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Never-married;{Sales};Not-in-family;White;Male;0;0;40;United-States;<=50K
43;Federal-gov;410867;{Doctorate};16;Never-married;{Prof-specialty};Not-in-family;White;Female;0;0;50;United-States;>50K
57;Private;249977;{Bachelors, Assoc-acdm, Assoc-voc};11;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;0;40;United-States;<=50K
37;Private;286730;{HS-grad, Some-college};10;Divorced;{Craft-repair};Unmarried;White;Female;0;0;40;United-States;<=50K
28;Private;212563;{HS-grad, Some-college};10;Divorced;{Machine-op-inspct, Priv-house-serv};Unmarried;Black;Female;0;0;25;United-States;<=50K
30;Private;117747;{HS-grad, Some-college};9;Married-civ-spouse;{Sales};Wife;Asian-Pac-Islander;Female;0;1573;35;?;<=50K
34;Local-gov;226296;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Protective-serv};Husband;White;Male;0;0;40;United-States;>50K
29;Local-gov;115585;{HS-grad, Some-college};10;Never-married;{?, Handlers-cleaners};Not-in-family;White;Male;0;0;50;United-States;<=50K
48;Self-emp-not-inc;191277;{Doctorate};16;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;1902;60;United-States;>50K
37;Private;202683;{HS-grad, Some-college};10;Married-civ-spouse;{Sales};Husband;White;Male;0;0;48;United-States;>50K
48;Private;171095;{Bachelors, Assoc-acdm, Assoc-voc};12;Divorced;{Exec-managerial};Unmarried;White;Female;0;0;40;England;<=50K
32;Federal-gov;249409;{HS-grad, Some-college};9;Never-married;{Other-service};Own-child;Black;Male;0;0;40;United-States;<=50K
76;Private;124191;{Masters};14;Married-civ-spouse;{Exec-managerial};Husband;White;Male;0;0;40;United-States;>50K
44;Private;198282;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Exec-managerial};Husband;White;Male;15024;0;60;United-States;>50K
47;Self-emp-not-inc;149116;{Masters};14;Never-married;{Prof-specialty};Not-in-family;White;Female;0;0;50;United-States;<=50K
20;Private;188300;{HS-grad, Some-college};10;Never-married;{Tech-support};Own-child;White;Female;0;0;40;United-States;<=50K
29;Private;103432;{HS-grad, Some-college};9;Never-married;{Craft-repair};Not-in-family;White;Male;0;0;40;United-States;<=50K
32;Self-emp-inc;317660;{HS-grad, Some-college};9;Married-civ-spouse;{Craft-repair};Husband;White;Male;7688;0;40;United-States;>50K
17;?;304873;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};6;Never-married;{?, Handlers-cleaners};Own-child;White;Female;34095;0;32;United-States;<=50K
30;Private;194901;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Never-married;{?, Handlers-cleaners};Own-child;White;Male;0;0;40;United-States;<=50K
31;Local-gov;189265;{HS-grad, Some-college};9;Never-married;{Adm-clerical};Not-in-family;White;Female;0;0;40;United-States;<=50K
42;Private;124692;{HS-grad, Some-college};9;Married-civ-spouse;{?, Handlers-cleaners};Husband;White;Male;0;0;40;United-States;<=50K
24;Private;432376;{Bachelors, Assoc-acdm, Assoc-voc};13;Never-married;{Sales};Other-relative;White;Male;0;0;40;United-States;<=50K
38;Private;65324;{Prof-school};15;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;0;40;United-States;>50K
56;*;335605;*;9;Married-civ-spouse;*;Husband;White;Male;0;1887;50;*;>50K
28;Private;377869;{HS-grad, Some-college};10;Married-civ-spouse;{Sales};Wife;White;Female;4064;0;25;United-States;<=50K
36;Private;102864;{HS-grad, Some-college};9;Never-married;{Machine-op-inspct, Priv-house-serv};Own-child;White;Female;0;0;40;United-States;<=50K
53;Private;95647;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Married-civ-spouse;{?, Handlers-cleaners};Husband;White;Male;0;0;50;United-States;<=50K
56;Self-emp-inc;303090;{HS-grad, Some-college};10;Married-civ-spouse;{Sales};Husband;White;Male;0;0;50;United-States;<=50K
49;Local-gov;197371;{Bachelors, Assoc-acdm, Assoc-voc};11;Married-civ-spouse;{Craft-repair};Husband;Black;Male;0;0;40;United-States;>50K
55;Private;247552;{HS-grad, Some-college};10;Married-civ-spouse;{Sales};Husband;White;Male;0;0;56;United-States;<=50K
22;Private;102632;{HS-grad, Some-college};9;Never-married;{Craft-repair};Not-in-family;White;Male;0;0;41;United-States;<=50K
21;Private;199915;{HS-grad, Some-college};10;Never-married;{Other-service};Own-child;White;Female;0;0;40;United-States;<=50K
40;Private;118853;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Exec-managerial};Husband;White;Male;0;0;60;United-States;<=50K
30;Private;77143;{Bachelors, Assoc-acdm, Assoc-voc};13;Never-married;{Exec-managerial};Own-child;Black;Male;0;0;40;Germany;<=50K
29;State-gov;267989;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;0;50;United-States;>50K
19;Private;301606;{HS-grad, Some-college};10;Never-married;{Other-service};Own-child;Black;Male;0;0;35;United-States;<=50K
47;Private;287828;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Exec-managerial};Wife;White;Female;0;0;40;United-States;>50K
20;Private;111697;{HS-grad, Some-college};10;Never-married;{Adm-clerical};Own-child;White;Female;0;1719;28;United-States;<=50K
31;Private;114937;{Bachelors, Assoc-acdm, Assoc-voc};12;Married-civ-spouse;{Adm-clerical};Husband;White;Male;0;0;40;United-States;>50K
35;?;129305;{HS-grad, Some-college};9;Married-civ-spouse;{?, Handlers-cleaners};Husband;White;Male;0;0;40;United-States;<=50K
39;Private;365739;{HS-grad, Some-college};10;Divorced;{Craft-repair};Not-in-family;White;Male;0;0;40;United-States;<=50K
28;Private;69621;{Bachelors, Assoc-acdm, Assoc-voc};12;Never-married;{Sales};Not-in-family;White;Female;0;0;60;United-States;<=50K
24;Private;43323;{HS-grad, Some-college};9;Never-married;{Other-service};Not-in-family;White;Female;0;1762;40;United-States;<=50K
38;Self-emp-not-inc;120985;{HS-grad, Some-college};9;Married-civ-spouse;{Craft-repair};Husband;White;Male;4386;0;35;United-States;<=50K
37;Private;254202;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Sales};Husband;White;Male;0;0;50;United-States;<=50K
46;Private;146195;{Bachelors, Assoc-acdm, Assoc-voc};12;Divorced;{Tech-support};Not-in-family;Black;Female;0;0;36;United-States;<=50K
38;*;125933;*;14;Married-civ-spouse;*;Husband;White;Male;0;0;40;*;>50K
43;Self-emp-not-inc;56920;{HS-grad, Some-college};9;Married-civ-spouse;{Craft-repair};Husband;White;Male;0;0;60;United-States;<=50K
27;Private;163127;{Bachelors, Assoc-acdm, Assoc-voc};11;Married-civ-spouse;{Adm-clerical};Wife;White;Female;0;0;35;United-States;<=50K
20;Private;34310;{HS-grad, Some-college};10;Never-married;{Sales};Own-child;White;Male;0;0;20;United-States;<=50K
49;Private;81973;{HS-grad, Some-college};10;Married-civ-spouse;{Craft-repair};Husband;Asian-Pac-Islander;Male;0;0;40;United-States;>50K
61;Self-emp-inc;66614;{HS-grad, Some-college};9;Married-civ-spouse;{Craft-repair};Husband;White;Male;0;0;40;United-States;<=50K
27;Private;232782;{HS-grad, Some-college};10;Never-married;{Sales};Own-child;White;Female;0;0;40;United-States;<=50K
19;Private;316868;{HS-grad, Some-college};10;Never-married;{Other-service};Own-child;White;Male;0;0;30;Mexico;<=50K
45;Private;196584;{Bachelors, Assoc-acdm, Assoc-voc};11;Never-married;{Prof-specialty};Not-in-family;White;Female;0;1564;40;United-States;>50K
70;Private;105376;{HS-grad, Some-college};10;Never-married;{Tech-support};Other-relative;White;Male;0;0;40;United-States;<=50K
31;Private;185814;{HS-grad, Some-college};9;Never-married;{Transport-moving};Unmarried;Black;Female;0;0;30;United-States;<=50K
22;Private;175374;{HS-grad, Some-college};10;Married-civ-spouse;{Other-service};Husband;White;Male;0;0;24;United-States;<=50K
36;Private;108293;{HS-grad, Some-college};9;Widowed;{Other-service};Unmarried;White;Female;0;0;24;United-States;<=50K
64;Private;181232;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Married-civ-spouse;{Craft-repair};Husband;White;Male;0;2179;40;United-States;<=50K
43;?;174662;{HS-grad, Some-college};10;Divorced;{?, Handlers-cleaners};Not-in-family;White;Female;0;0;40;United-States;<=50K
47;*;186009;*;10;Divorced;*;Unmarried;White;Female;0;0;38;*;<=50K
34;Private;198183;{HS-grad, Some-college};9;Never-married;{Adm-clerical};Not-in-family;White;Female;0;0;40;United-States;<=50K
33;Private;163003;{Bachelors, Assoc-acdm, Assoc-voc};13;Never-married;{Exec-managerial};Other-relative;Asian-Pac-Islander;Female;0;0;40;Philippines;<=50K
21;Private;296158;{HS-grad, Some-college};9;Never-married;{Craft-repair};Own-child;White;Male;0;0;35;United-States;<=50K
52;?;252903;{HS-grad, Some-college};9;Divorced;{?, Handlers-cleaners};Not-in-family;White;Male;0;0;45;United-States;>50K
48;Private;187715;{HS-grad, Some-college};9;Married-civ-spouse;{Craft-repair};Husband;White;Male;0;0;46;United-States;<=50K
23;Private;214542;{Bachelors, Assoc-acdm, Assoc-voc};13;Never-married;{?, Handlers-cleaners};Not-in-family;White;Male;0;0;40;United-States;<=50K
71;Self-emp-not-inc;494223;{HS-grad, Some-college};10;Separated;{Sales};Unmarried;Black;Male;0;1816;2;United-States;<=50K
29;Private;191535;{HS-grad, Some-college};9;Divorced;{Craft-repair};Not-in-family;White;Male;0;0;60;United-States;<=50K
42;Private;228456;{Bachelors, Assoc-acdm, Assoc-voc};13;Separated;{Other-service};Other-relative;Black;Male;0;0;50;United-States;<=50K
68;?;38317;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};2;Divorced;{?, Handlers-cleaners};Not-in-family;White;Female;0;0;20;United-States;<=50K
25;Private;252752;{HS-grad, Some-college};9;Never-married;{Other-service};Unmarried;White;Female;0;0;40;United-States;<=50K
44;Self-emp-inc;78374;{Masters};14;Divorced;{Exec-managerial};Unmarried;Asian-Pac-Islander;Female;0;0;40;United-States;<=50K
28;Private;88419;{HS-grad, Some-college};9;Never-married;{Exec-managerial};Not-in-family;Asian-Pac-Islander;Female;0;0;40;England;<=50K
45;Self-emp-not-inc;201080;{Masters};14;Married-civ-spouse;{Sales};Husband;White;Male;0;0;40;United-States;>50K
36;Private;207157;{HS-grad, Some-college};10;Divorced;{Other-service};Unmarried;White;Female;0;0;40;Mexico;<=50K
39;Federal-gov;235485;{Bachelors, Assoc-acdm, Assoc-voc};12;Never-married;{Exec-managerial};Not-in-family;White;Male;0;0;42;United-States;<=50K
46;*;102628;*;14;Widowed;*;Unmarried;White;Male;0;0;40;*;<=50K
18;Private;25828;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Never-married;{?, Handlers-cleaners};Own-child;White;Male;0;0;16;United-States;<=50K
66;Local-gov;54826;{Bachelors, Assoc-acdm, Assoc-voc};11;Widowed;{Prof-specialty};Not-in-family;White;Female;0;0;20;United-States;<=50K
27;Private;124953;{HS-grad, Some-college};9;Never-married;{Other-service};Not-in-family;White;Male;0;1980;40;United-States;<=50K
28;State-gov;175325;{HS-grad, Some-college};9;Married-civ-spouse;{Protective-serv};Husband;White;Male;0;0;40;United-States;<=50K
51;Private;96062;{HS-grad, Some-college};10;Married-civ-spouse;{Sales};Husband;White;Male;0;1977;40;United-States;>50K
27;Private;428030;{Bachelors, Assoc-acdm, Assoc-voc};13;Never-married;{Craft-repair};Not-in-family;White;Male;0;0;50;United-States;<=50K
28;State-gov;149624;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;0;40;United-States;>50K
27;Private;253814;{HS-grad, Some-college};9;Married-spouse-absent;{Sales};Unmarried;White;Female;0;0;25;United-States;<=50K
21;Private;312956;{HS-grad, Some-college};9;Never-married;{Craft-repair};Own-child;Black;Male;0;0;40;United-States;<=50K
34;Private;483777;{HS-grad, Some-college};9;Never-married;{?, Handlers-cleaners};Not-in-family;Black;Male;0;0;40;United-States;<=50K
18;Private;183930;{HS-grad, Some-college};9;Never-married;{Other-service};Own-child;White;Male;0;0;12;United-States;<=50K
33;Private;37274;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;0;65;United-States;<=50K
44;Local-gov;181344;{HS-grad, Some-college};10;Married-civ-spouse;{Exec-managerial};Husband;Black;Male;0;0;38;United-States;>50K
43;Private;114580;{HS-grad, Some-college};10;Divorced;{Adm-clerical};Not-in-family;White;Female;0;0;40;United-States;<=50K
30;Private;633742;{HS-grad, Some-college};10;Never-married;{Craft-repair};Not-in-family;Black;Male;0;0;45;United-States;<=50K
40;Private;286370;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};4;Married-civ-spouse;{Machine-op-inspct, Priv-house-serv};Husband;White;Male;0;0;40;Mexico;>50K
37;Federal-gov;29054;{HS-grad, Some-college};10;Married-civ-spouse;{Adm-clerical};Husband;White;Male;0;0;42;United-States;>50K
34;Private;304030;{HS-grad, Some-college};9;Married-civ-spouse;{Adm-clerical};Husband;Black;Male;0;0;40;United-States;<=50K
41;Self-emp-not-inc;143129;{Bachelors, Assoc-acdm, Assoc-voc};13;Divorced;{Exec-managerial};Not-in-family;White;Female;0;0;40;United-States;<=50K
53;?;135105;{Bachelors, Assoc-acdm, Assoc-voc};13;Divorced;{?, Handlers-cleaners};Not-in-family;White;Female;0;0;50;United-States;<=50K
31;Private;99928;{Masters};14;Married-civ-spouse;{Prof-specialty};Wife;White;Female;0;0;50;United-States;<=50K
58;State-gov;109567;{Doctorate};16;Married-civ-spouse;{Prof-specialty};Husband;White;Male;0;0;1;United-States;>50K
38;Private;155222;{HS-grad, Some-college};10;Divorced;{Machine-op-inspct, Priv-house-serv};Not-in-family;Black;Female;0;0;28;United-States;<=50K
24;Private;159567;{HS-grad, Some-college};10;Married-civ-spouse;{Machine-op-inspct, Priv-house-serv};Husband;White;Male;0;0;40;United-States;<=50K
41;Local-gov;523910;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Craft-repair};Husband;Black;Male;0;0;40;United-States;<=50K
47;Private;120939;{HS-grad, Some-college};10;Married-civ-spouse;{Tech-support};Husband;White;Male;0;0;45;United-States;<=50K
41;Federal-gov;130760;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Tech-support};Husband;White;Male;0;0;24;United-States;<=50K
23;*;197387;*;3;Married-civ-spouse;*;Other-relative;White;Male;0;0;40;*;<=50K
36;Private;99374;{HS-grad, Some-college};10;Divorced;{Craft-repair};Not-in-family;White;Male;0;0;40;United-States;<=50K
40;Federal-gov;56795;{Masters};14;Never-married;{Exec-managerial};Not-in-family;White;Female;14084;0;55;United-States;>50K
35;Private;138992;{Masters};14;Married-civ-spouse;{Prof-specialty};Other-relative;White;Male;7298;0;40;United-States;>50K
24;Self-emp-not-inc;32921;{HS-grad, Some-college};9;Never-married;{Sales};Not-in-family;White;Male;0;0;40;United-States;<=50K
26;Private;397317;{Masters};14;Never-married;{Prof-specialty};Not-in-family;White;Female;0;1876;40;United-States;<=50K
19;*;170653;*;9;Never-married;*;Own-child;White;Male;0;0;40;*;<=50K
51;Private;259323;{Bachelors, Assoc-acdm, Assoc-voc};13;Married-civ-spouse;{Exec-managerial};Husband;White;Male;0;0;50;United-States;>50K
42;Local-gov;254817;{HS-grad, Some-college};10;Never-married;{Prof-specialty};Not-in-family;White;Female;0;1340;40;United-States;<=50K
