?,"{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Vietnam,"{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Poland,"{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Poland, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Haiti,"{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Philippines,"{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Laos, Cambodia, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
South,"{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South, Columbia}","{South, Columbia}","{South, Columbia}","{South, Columbia}","{Trinadad&Tobago, South, Columbia, Outlying-US(Guam-USVI-etc)}","{Trinadad&Tobago, South, Columbia, Outlying-US(Guam-USVI-etc)}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Jamaica,"{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Haiti}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Columbia, Cuba, Puerto-Rico, Haiti, Dominican-Republic}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Peru,"{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Ecuador, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Guatemala, El-Salvador, Ecuador, Honduras, Nicaragua, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}","{Jamaica, South, Trinadad&Tobago, Outlying-US(Guam-USVI-etc), Nicaragua, Guatemala, El-Salvador, Columbia, Cuba, Ecuador, Puerto-Rico, Honduras, Haiti, Dominican-Republic, Peru}",*
Greece,"{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Japan,"{Japan}","{China, Japan}","{China, Japan}","{China, Japan}","{China, Japan}","{China, Japan}","{China, Japan}","{China, Japan}","{China, Japan}","{China, Japan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Iran,"{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{Iran, Mexico}","{United-States, Iran, Canada, Mexico}","{United-States, Iran, Canada, Mexico}","{United-States, Iran, Canada, Mexico}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Taiwan,"{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{China, Hong, Japan, Taiwan}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{Thailand, Taiwan, Hong, Laos, Japan, Cambodia, China, Philippines, Vietnam}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
India,"{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Ireland,"{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
Germany,"{Germany}","{Germany}","{Germany}","{Germany}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France}","{Germany, France, Italy}","{Germany, Italy, France, Portugal}","{Germany, Italy, France, Portugal}","{Germany, Italy, France, Portugal}","{Germany, Italy, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Italy, Germany, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Hungary, Italy, Germany, Poland, Holand-Netherlands, Greece, France, Portugal, Yugoslavia}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
United-States,"{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States}","{United-States, Canada}","{United-States, Canada}","{United-States, Canada}","{United-States, Canada}","{United-States, Iran, Canada, Mexico}","{United-States, Iran, Canada, Mexico}","{United-States, Iran, Canada, Mexico}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{India, Mexico, ?, United-States, Canada, Iran}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, India, Mexico, ?, United-States, Ireland, Canada, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{Scotland, Hungary, India, Italy, Mexico, Germany, ?, Poland, United-States, Holand-Netherlands, Greece, France, Portugal, Ireland, Canada, Yugoslavia, Iran, England}","{India, ?, Hong, Cambodia, France, Canada, Thailand, Italy, Mexico, Laos, Holand-Netherlands, Hungary, Poland, Iran, Scotland, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Yugoslavia, Portugal, Ireland, Vietnam, England}",*
