?,"{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{?}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Vietnam,"{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Vietnam}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Cambodia, Vietnam, Laos, Thailand}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Thailand, Laos, Cambodia, Yugoslavia, Vietnam}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}",*
Poland,"{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Poland}","{Germany, Poland, France, Italy}","{Germany, Poland, France, Italy}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Haiti,"{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Haiti}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}",*
Philippines,"{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Hong, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
South,"{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{South}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Outlying-US(Guam-USVI-etc), Mexico, United-States, El-Salvador, Holand-Netherlands, Columbia, Dominican-Republic}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Jamaica,"{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Haiti, Cuba}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Nicaragua, Guatemala, Cuba, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}","{Jamaica, Thailand, Nicaragua, Guatemala, Laos, Cambodia, Yugoslavia, Cuba, Vietnam, Honduras, Haiti}",*
Peru,"{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Hong, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Greece,"{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Greece}","{Hungary, Greece}","{Hungary, Greece}","{Hungary, Portugal, Greece}","{Hungary, Portugal, Greece}","{Hungary, Portugal, Greece}","{Hungary, Portugal, Greece}","{Hungary, Portugal, Greece}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Hungary, Italy, Germany, Poland, Greece, France, Portugal}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Japan,"{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{Japan}","{China, India, Japan}","{China, India, Japan}","{China, India, Japan}","{China, India, Japan}","{China, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Iran,"{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Iran}","{Ecuador, Puerto-Rico, Iran}","{Ecuador, Puerto-Rico, Iran}","{Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Hong, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Taiwan,"{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Philippines, Taiwan}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Taiwan, Hong, Philippines, Ecuador, Puerto-Rico, Iran, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{Trinadad&Tobago, South, Taiwan, Outlying-US(Guam-USVI-etc), Mexico, ?, Hong, United-States, El-Salvador, Holand-Netherlands, Philippines, Columbia, Ecuador, Puerto-Rico, Iran, Dominican-Republic, Peru}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
India,"{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{India}","{China, India}","{China, India}","{China, India}","{China, India, Japan}","{China, India, Japan}","{China, India, Japan}","{China, India, Japan}","{China, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{China, Canada, India, Japan}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
Ireland,"{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, England, Ireland}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, Italy, Germany, Poland, Greece, France, Ireland, Portugal, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{Scotland, Hungary, India, Italy, Germany, Poland, Japan, Greece, China, France, Portugal, Ireland, Canada, England}","{India, ?, Hong, France, Canada, Ecuador, Puerto-Rico, Peru, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Hungary, Trinadad&Tobago, Poland, El-Salvador, Iran, Scotland, South, Taiwan, Germany, United-States, Japan, Greece, China, Philippines, Portugal, Ireland, England, Dominican-Republic}",*
