age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income
20-39;Private;245487;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};4;Married-civ-spouse;*;Husband;Amer-Indian-Eskimo;Male;0;0;45;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
20-39;Self-emp-not-inc;176756;{HS-grad};9;Never-married;*;Own-child;White;Male;0;0;35;{United-States};<=50K
20-39;Private;186824;{HS-grad};9;Never-married;*;Unmarried;White;Male;0;0;40;{United-States};<=50K
20-39;Private;28887;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
40-59;Self-emp-not-inc;292175;{Masters};14;Divorced;*;Unmarried;White;Female;0;0;45;{United-States};>50K
20-39;Private;193524;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;0;60;{United-States};>50K
40-59;Private;302146;{HS-grad};9;Separated;*;Unmarried;Black;Female;0;0;20;{United-States};<=50K
20-39;Federal-gov;76845;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
40-59;Private;117037;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Married-civ-spouse;*;Husband;White;Male;0;2042;40;{United-States};<=50K
40-59;Private;109015;{HS-grad};9;Divorced;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
40-59;Local-gov;216851;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;168294;*;9;Never-married;*;*;White;*;0;0;40;*;<=50K
*;?;180211;*;10;Married-civ-spouse;*;*;Asian-Pac-Islander;*;0;0;60;*;>50K
20-39;Private;367260;{HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;80;{United-States};<=50K
40-59;Private;193366;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Local-gov;190709;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;White;Male;0;0;52;{United-States};<=50K
*;Private;266015;*;10;Never-married;*;*;Black;*;0;0;44;*;<=50K
40-59;Private;386940;{Bachelors, Some-college};13;Divorced;*;Own-child;White;Male;0;1408;40;{United-States};<=50K
20-39;Federal-gov;59951;{Bachelors, Some-college};10;Married-civ-spouse;*;Own-child;White;Male;0;0;40;{United-States};<=50K
20-39;State-gov;311512;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;Black;Male;0;0;15;{United-States};<=50K
*;Private;242406;*;7;Never-married;*;*;White;*;0;0;40;*;<=50K
20-39;Private;197200;{Bachelors, Some-college};10;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;Private;544091;*;9;Married-AF-spouse;*;*;White;*;0;0;25;*;<=50K
20-39;Private;84154;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;38;{?};>50K
40-59;Self-emp-not-inc;265477;{Assoc-acdm, Assoc-voc};12;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;507875;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Married-civ-spouse;*;Husband;White;Male;0;0;43;{United-States};<=50K
40-59;Self-emp-not-inc;88506;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;172987;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
40-59;Private;94638;{HS-grad};9;Separated;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
20-39;Private;289980;{HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;35;{United-States};<=50K
40-59;Federal-gov;337895;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};>50K
40-59;Private;144361;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;38;{United-States};<=50K
40-59;Private;128354;{Masters};14;Divorced;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
40-59;State-gov;101603;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;271466;{Assoc-acdm, Assoc-voc};11;Never-married;*;Not-in-family;White;Male;0;0;43;{United-States};<=50K
20-39;Private;32275;{Bachelors, Some-college};10;Married-civ-spouse;*;Wife;Other;Female;0;0;40;{United-States};<=50K
*;Private;226956;*;9;Never-married;*;*;White;*;0;0;30;*;<=50K
*;Private;51835;*;15;Married-civ-spouse;*;*;White;*;0;1902;60;*;>50K
40-59;Federal-gov;251585;{Bachelors, Some-college};13;Divorced;*;Not-in-family;White;Male;0;0;55;{United-States};>50K
40-59;Self-emp-inc;109832;{HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;60;{United-States};<=50K
40-59;Private;237993;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
40-59;Private;216666;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};3;Married-civ-spouse;*;Husband;White;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
20-39;Private;56352;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Husband;White;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
40-59;Private;147372;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;48;{United-States};<=50K
20-39;Private;188146;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;5013;0;40;{United-States};<=50K
20-39;Private;59496;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;2407;0;40;{United-States};<=50K
*;?;293936;*;4;Married-spouse-absent;*;*;White;*;0;0;40;*;<=50K
40-59;Private;149640;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
40-59;Private;116632;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;0;45;{United-States};>50K
20-39;Private;105598;{Bachelors, Some-college};10;Divorced;*;Not-in-family;White;Male;0;0;58;{United-States};<=50K
20-39;Private;155537;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;183175;{Bachelors, Some-college};10;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
40-59;Private;169846;{HS-grad};9;Married-civ-spouse;*;Wife;White;Female;0;0;40;{United-States};>50K
40-59;Self-emp-inc;191681;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};>50K
20-39;?;200681;{Bachelors, Some-college};10;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;Private;101509;*;10;Never-married;*;*;White;*;0;0;32;*;<=50K
20-39;Private;309974;{Bachelors, Some-college};13;Separated;*;Own-child;Black;Female;0;0;40;{United-States};<=50K
20-39;Self-emp-not-inc;162298;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;70;{United-States};>50K
20-39;Private;211678;{Bachelors, Some-college};10;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Private;124744;*;10;Married-civ-spouse;*;*;White;*;0;0;20;*;<=50K
20-39;Private;213921;{HS-grad};9;Never-married;*;Own-child;White;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
20-39;Private;32214;{Assoc-acdm, Assoc-voc};12;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
60-79;?;212759;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};6;Married-civ-spouse;*;Husband;White;Male;0;0;2;{United-States};<=50K
*;Private;309634;*;7;Never-married;*;*;White;*;0;0;22;*;<=50K
20-39;Local-gov;125927;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};4;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;446839;*;9;Never-married;*;*;White;*;0;0;30;*;<=50K
40-59;Private;276515;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
40-59;Private;51618;{HS-grad};9;Married-civ-spouse;*;Wife;White;Female;0;0;40;{United-States};<=50K
40-59;Private;159937;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;48;{United-States};<=50K
40-59;Private;343591;{HS-grad};9;Divorced;*;Not-in-family;White;Female;14344;0;40;{United-States};>50K
40-59;Private;346253;{HS-grad};9;Divorced;*;Own-child;White;Female;0;0;35;{United-States};<=50K
40-59;Local-gov;268234;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
20-39;Private;202051;{Masters};14;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
20-39;Private;54334;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Federal-gov;410867;*;16;Never-married;*;*;White;*;0;0;50;*;>50K
40-59;Private;249977;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;286730;{Bachelors, Some-college};10;Divorced;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
20-39;Private;212563;{Bachelors, Some-college};10;Divorced;*;Unmarried;Black;Female;0;0;25;{United-States};<=50K
*;Private;117747;*;9;Married-civ-spouse;*;*;Asian-Pac-Islander;*;0;1573;35;*;<=50K
20-39;Local-gov;226296;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
20-39;Local-gov;115585;{Bachelors, Some-college};10;Never-married;*;Not-in-family;White;Male;0;0;50;{United-States};<=50K
40-59;Self-emp-not-inc;191277;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;1902;60;{United-States};>50K
20-39;Private;202683;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;48;{United-States};>50K
*;Private;171095;*;12;Divorced;*;*;White;*;0;0;40;*;<=50K
20-39;Federal-gov;249409;{HS-grad};9;Never-married;*;Own-child;Black;Male;0;0;40;{United-States};<=50K
60-79;Private;124191;{Masters};14;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
40-59;Private;198282;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;15024;0;60;{United-States};>50K
40-59;Self-emp-not-inc;149116;{Masters};14;Never-married;*;Not-in-family;White;Female;0;0;50;{United-States};<=50K
*;Private;188300;*;10;Never-married;*;*;White;*;0;0;40;*;<=50K
20-39;Private;103432;{HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
20-39;Self-emp-inc;317660;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;7688;0;40;{United-States};>50K
*;?;304873;*;6;Never-married;*;*;White;*;34095;0;32;*;<=50K
20-39;Private;194901;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
20-39;Local-gov;189265;{HS-grad};9;Never-married;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
40-59;Private;124692;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;432376;{Bachelors, Some-college};13;Never-married;*;Other-relative;White;Male;0;0;40;{United-States};<=50K
20-39;Private;65324;{Prof-school};15;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
40-59;Self-emp-not-inc;335605;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;1887;50;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};>50K
20-39;Private;377869;{Bachelors, Some-college};10;Married-civ-spouse;*;Wife;White;Female;4064;0;25;{United-States};<=50K
20-39;Private;102864;{HS-grad};9;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
40-59;Private;95647;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};5;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
40-59;Self-emp-inc;303090;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
40-59;Local-gov;197371;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};>50K
40-59;Private;247552;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;56;{United-States};<=50K
20-39;Private;102632;{HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;41;{United-States};<=50K
20-39;Private;199915;{Bachelors, Some-college};10;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
20-39;Private;118853;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;60;{United-States};<=50K
20-39;Private;77143;{Bachelors, Some-college};13;Never-married;*;Own-child;Black;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
20-39;State-gov;267989;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};>50K
*;Private;301606;*;10;Never-married;*;*;Black;*;0;0;35;*;<=50K
40-59;Private;287828;{Bachelors, Some-college};13;Married-civ-spouse;*;Wife;White;Female;0;0;40;{United-States};>50K
*;Private;111697;*;10;Never-married;*;*;White;*;0;1719;28;*;<=50K
20-39;Private;114937;{Assoc-acdm, Assoc-voc};12;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
20-39;?;129305;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;365739;{Bachelors, Some-college};10;Divorced;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
20-39;Private;69621;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;White;Female;0;0;60;{United-States};<=50K
20-39;Private;43323;{HS-grad};9;Never-married;*;Not-in-family;White;Female;0;1762;40;{United-States};<=50K
20-39;Self-emp-not-inc;120985;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;4386;0;35;{United-States};<=50K
20-39;Private;254202;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
40-59;Private;146195;{Assoc-acdm, Assoc-voc};12;Divorced;*;Not-in-family;Black;Female;0;0;36;{United-States};<=50K
*;Federal-gov;125933;*;14;Married-civ-spouse;*;*;White;*;0;0;40;*;>50K
40-59;Self-emp-not-inc;56920;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;60;{United-States};<=50K
20-39;Private;163127;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Wife;White;Female;0;0;35;{United-States};<=50K
*;Private;34310;*;10;Never-married;*;*;White;*;0;0;20;*;<=50K
40-59;Private;81973;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;40;{United-States};>50K
60-79;Self-emp-inc;66614;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
20-39;Private;232782;{Bachelors, Some-college};10;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
*;Private;316868;*;10;Never-married;*;*;White;*;0;0;30;*;<=50K
40-59;Private;196584;{Assoc-acdm, Assoc-voc};11;Never-married;*;Not-in-family;White;Female;0;1564;40;{United-States};>50K
*;Private;105376;*;10;Never-married;*;*;White;*;0;0;40;*;<=50K
20-39;Private;185814;{HS-grad};9;Never-married;*;Unmarried;Black;Female;0;0;30;{United-States};<=50K
20-39;Private;175374;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;24;{United-States};<=50K
20-39;Private;108293;{HS-grad};9;Widowed;*;Unmarried;White;Female;0;0;24;{United-States};<=50K
60-79;Private;181232;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};7;Married-civ-spouse;*;Husband;White;Male;0;2179;40;{United-States};<=50K
40-59;?;174662;{Bachelors, Some-college};10;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Local-gov;186009;*;10;Divorced;*;*;White;*;0;0;38;*;<=50K
20-39;Private;198183;{HS-grad};9;Never-married;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Private;163003;*;13;Never-married;*;*;Asian-Pac-Islander;*;0;0;40;*;<=50K
20-39;Private;296158;{HS-grad};9;Never-married;*;Own-child;White;Male;0;0;35;{United-States};<=50K
40-59;?;252903;{HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;45;{United-States};>50K
40-59;Private;187715;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;46;{United-States};<=50K
20-39;Private;214542;{Bachelors, Some-college};13;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Self-emp-not-inc;494223;*;10;Separated;*;*;Black;*;0;1816;2;*;<=50K
20-39;Private;191535;{HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;60;{United-States};<=50K
*;Private;228456;*;13;Separated;*;*;Black;*;0;0;50;*;<=50K
*;?;38317;*;2;Divorced;*;*;White;*;0;0;20;*;<=50K
20-39;Private;252752;{HS-grad};9;Never-married;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
40-59;Self-emp-inc;78374;{Masters};14;Divorced;*;Unmarried;Asian-Pac-Islander;Female;0;0;40;{United-States};<=50K
*;Private;88419;*;9;Never-married;*;*;Asian-Pac-Islander;*;0;0;40;*;<=50K
40-59;Self-emp-not-inc;201080;{Masters};14;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
20-39;Private;207157;{Bachelors, Some-college};10;Divorced;*;Unmarried;White;Female;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
20-39;Federal-gov;235485;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;White;Male;0;0;42;{United-States};<=50K
*;State-gov;102628;*;14;Widowed;*;*;White;*;0;0;40;*;<=50K
*;Private;25828;*;7;Never-married;*;*;White;*;0;0;16;*;<=50K
60-79;Local-gov;54826;{Assoc-acdm, Assoc-voc};11;Widowed;*;Not-in-family;White;Female;0;0;20;{United-States};<=50K
20-39;Private;124953;{HS-grad};9;Never-married;*;Not-in-family;White;Male;0;1980;40;{United-States};<=50K
20-39;State-gov;175325;{HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
40-59;Private;96062;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;1977;40;{United-States};>50K
20-39;Private;428030;{Bachelors, Some-college};13;Never-married;*;Not-in-family;White;Male;0;0;50;{United-States};<=50K
20-39;State-gov;149624;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
20-39;Private;253814;{HS-grad};9;Married-spouse-absent;*;Unmarried;White;Female;0;0;25;{United-States};<=50K
20-39;Private;312956;{HS-grad};9;Never-married;*;Own-child;Black;Male;0;0;40;{United-States};<=50K
20-39;Private;483777;{HS-grad};9;Never-married;*;Not-in-family;Black;Male;0;0;40;{United-States};<=50K
*;Private;183930;*;9;Never-married;*;*;White;*;0;0;12;*;<=50K
20-39;Private;37274;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;65;{United-States};<=50K
40-59;Local-gov;181344;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;Black;Male;0;0;38;{United-States};>50K
40-59;Private;114580;{Bachelors, Some-college};10;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
20-39;Private;633742;{Bachelors, Some-college};10;Never-married;*;Not-in-family;Black;Male;0;0;45;{United-States};<=50K
20-39;Private;286370;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};4;Married-civ-spouse;*;Husband;White;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};>50K
20-39;Federal-gov;29054;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;42;{United-States};>50K
20-39;Private;304030;{HS-grad};9;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
40-59;Self-emp-not-inc;143129;{Bachelors, Some-college};13;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
40-59;?;135105;{Bachelors, Some-college};13;Divorced;*;Not-in-family;White;Female;0;0;50;{United-States};<=50K
20-39;Private;99928;{Masters};14;Married-civ-spouse;*;Wife;White;Female;0;0;50;{United-States};<=50K
40-59;State-gov;109567;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;0;1;{United-States};>50K
20-39;Private;155222;{Bachelors, Some-college};10;Divorced;*;Not-in-family;Black;Female;0;0;28;{United-States};<=50K
20-39;Private;159567;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
40-59;Local-gov;523910;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
40-59;Private;120939;{Bachelors, Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;45;{United-States};<=50K
40-59;Federal-gov;130760;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;24;{United-States};<=50K
20-39;Private;197387;{10th, 12th, 11th, 5th-6th, 9th, 1st-4th, 7th-8th};3;Married-civ-spouse;*;Other-relative;White;Male;0;0;40;{India, Cambodia, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Mexico, Nicaragua, Hungary, Poland, El-Salvador, Honduras, Scotland, Jamaica, Taiwan, Guatemala, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
20-39;Private;99374;{Bachelors, Some-college};10;Divorced;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
20-39;Federal-gov;56795;{Masters};14;Never-married;*;Not-in-family;White;Female;14084;0;55;{United-States};>50K
*;Private;138992;*;14;Married-civ-spouse;*;*;White;*;7298;0;40;*;>50K
20-39;Self-emp-not-inc;32921;{HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
20-39;Private;397317;{Masters};14;Never-married;*;Not-in-family;White;Female;0;1876;40;{United-States};<=50K
*;?;170653;*;9;Never-married;*;*;White;*;0;0;40;*;<=50K
40-59;Private;259323;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};>50K
40-59;Local-gov;254817;{Bachelors, Some-college};10;Never-married;*;Not-in-family;White;Female;0;1340;40;{United-States};<=50K
20-39;State-gov;48211;{HS-grad};9;Divorced;*;Unmarried;White;Female;0;0;35;{United-States};<=50K
*;Private;140164;*;7;Never-married;*;*;White;*;0;0;40;*;<=50K
20-39;Private;128757;{Bachelors, Some-college};13;Married-civ-spouse;*;Husband;Black;Male;7298;0;36;{United-States};>50K
20-39;Private;36270;{HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;60;{United-States};<=50K
