age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income
*;Private;245487;{9th, 1st-4th, 5th-6th, 7th-8th};4;Married-civ-spouse;*;Husband;Amer-Indian-Eskimo;Male;0;0;45;{India, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Poland, El-Salvador, Iran, Jamaica, Taiwan, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
*;Self-emp-not-inc;176756;{Prof-school, HS-grad};9;Never-married;*;Own-child;White;Male;0;0;35;{United-States};<=50K
*;Private;186824;{Prof-school, HS-grad};9;Never-married;*;Unmarried;White;Male;0;0;40;{United-States};<=50K
*;Private;28887;{10th, 11th, 12th};7;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Self-emp-not-inc;292175;{Masters};14;Divorced;*;Unmarried;White;Female;0;0;45;{United-States};>50K
*;Private;193524;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;0;60;{United-States};>50K
*;Private;302146;{Prof-school, HS-grad};9;Separated;*;Unmarried;Black;Female;0;0;20;{United-States};<=50K
*;Federal-gov;76845;{9th, 1st-4th, 5th-6th, 7th-8th};5;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
*;Private;117037;{10th, 11th, 12th};7;Married-civ-spouse;*;Husband;White;Male;0;2042;40;{United-States};<=50K
*;Private;109015;{Prof-school, HS-grad};9;Divorced;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
*;Local-gov;216851;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;168294;{Prof-school, HS-grad};9;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;?;180211;*;10;Married-civ-spouse;*;*;Asian-Pac-Islander;*;0;0;60;*;>50K
*;Private;367260;{Prof-school, HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;80;{United-States};<=50K
*;Private;193366;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Local-gov;190709;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;White;Male;0;0;52;{United-States};<=50K
*;Private;266015;{Some-college};10;Never-married;*;Own-child;Black;Male;0;0;44;{United-States};<=50K
*;Private;386940;{Bachelors};13;Divorced;*;Own-child;White;Male;0;1408;40;{United-States};<=50K
*;Federal-gov;59951;{Some-college};10;Married-civ-spouse;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;State-gov;311512;{Some-college};10;Married-civ-spouse;*;Husband;Black;Male;0;0;15;{United-States};<=50K
*;Private;242406;*;7;Never-married;*;*;White;*;0;0;40;*;<=50K
*;Private;197200;{Some-college};10;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;Private;544091;{Prof-school, HS-grad};9;Married-AF-spouse;*;Wife;White;Female;0;0;25;{United-States};<=50K
*;Private;84154;*;10;Married-civ-spouse;*;*;White;*;0;0;38;*;>50K
*;Self-emp-not-inc;265477;{Assoc-acdm, Assoc-voc};12;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;507875;{9th, 1st-4th, 5th-6th, 7th-8th};5;Married-civ-spouse;*;Husband;White;Male;0;0;43;{United-States};<=50K
*;Self-emp-not-inc;88506;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;172987;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Private;94638;{Prof-school, HS-grad};9;Separated;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
*;Private;289980;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;35;{United-States};<=50K
*;Federal-gov;337895;{Bachelors};13;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};>50K
*;Private;144361;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;38;{United-States};<=50K
*;Private;128354;{Masters};14;Divorced;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
*;State-gov;101603;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;271466;{Assoc-acdm, Assoc-voc};11;Never-married;*;Not-in-family;White;Male;0;0;43;{United-States};<=50K
*;Private;32275;{Some-college};10;Married-civ-spouse;*;Wife;Other;Female;0;0;40;{United-States};<=50K
*;Private;226956;*;9;Never-married;*;*;White;*;0;0;30;*;<=50K
*;Private;51835;*;15;Married-civ-spouse;*;*;White;*;0;1902;60;*;>50K
*;Federal-gov;251585;{Bachelors};13;Divorced;*;Not-in-family;White;Male;0;0;55;{United-States};>50K
*;Self-emp-inc;109832;{Prof-school, HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;60;{United-States};<=50K
*;Private;237993;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;216666;{9th, 1st-4th, 5th-6th, 7th-8th};3;Married-civ-spouse;*;Husband;White;Male;0;0;40;{India, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Poland, El-Salvador, Iran, Jamaica, Taiwan, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
*;Private;56352;*;11;Married-civ-spouse;*;*;White;*;0;0;40;*;<=50K
*;Private;147372;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;48;{United-States};<=50K
*;Private;188146;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;5013;0;40;{United-States};<=50K
*;Private;59496;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;2407;0;40;{United-States};<=50K
*;?;293936;*;4;Married-spouse-absent;*;*;White;*;0;0;40;*;<=50K
*;Private;149640;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;116632;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;0;45;{United-States};>50K
*;Private;105598;{Some-college};10;Divorced;*;Not-in-family;White;Male;0;0;58;{United-States};<=50K
*;Private;155537;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;183175;{Some-college};10;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Private;169846;{Prof-school, HS-grad};9;Married-civ-spouse;*;Wife;White;Female;0;0;40;{United-States};>50K
*;Self-emp-inc;191681;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};>50K
*;?;200681;{Some-college};10;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;Private;101509;{Some-college};10;Never-married;*;Own-child;White;Male;0;0;32;{United-States};<=50K
*;Private;309974;{Bachelors};13;Separated;*;Own-child;Black;Female;0;0;40;{United-States};<=50K
*;Self-emp-not-inc;162298;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;70;{United-States};>50K
*;Private;211678;{Some-college};10;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Private;124744;*;10;Married-civ-spouse;*;*;White;*;0;0;20;*;<=50K
*;Private;213921;*;9;Never-married;*;*;White;*;0;0;40;*;<=50K
*;Private;32214;{Assoc-acdm, Assoc-voc};12;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;?;212759;{10th, 11th, 12th};6;Married-civ-spouse;*;Husband;White;Male;0;0;2;{United-States};<=50K
*;Private;309634;{10th, 11th, 12th};7;Never-married;*;Own-child;White;Female;0;0;22;{United-States};<=50K
*;Local-gov;125927;{9th, 1st-4th, 5th-6th, 7th-8th};4;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;446839;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;30;{United-States};<=50K
*;Private;276515;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{India, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Poland, El-Salvador, Iran, Jamaica, Taiwan, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
*;Private;51618;{Prof-school, HS-grad};9;Married-civ-spouse;*;Wife;White;Female;0;0;40;{United-States};<=50K
*;Private;159937;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;48;{United-States};<=50K
*;Private;343591;{Prof-school, HS-grad};9;Divorced;*;Not-in-family;White;Female;14344;0;40;{United-States};>50K
*;Private;346253;{Prof-school, HS-grad};9;Divorced;*;Own-child;White;Female;0;0;35;{United-States};<=50K
*;Local-gov;268234;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;202051;{Masters};14;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Private;54334;{9th, 1st-4th, 5th-6th, 7th-8th};5;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Federal-gov;410867;*;16;Never-married;*;*;White;*;0;0;50;*;>50K
*;Private;249977;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;286730;{Some-college};10;Divorced;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
*;Private;212563;{Some-college};10;Divorced;*;Unmarried;Black;Female;0;0;25;{United-States};<=50K
*;Private;117747;*;9;Married-civ-spouse;*;*;Asian-Pac-Islander;*;0;1573;35;*;<=50K
*;Local-gov;226296;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Local-gov;115585;{Some-college};10;Never-married;*;Not-in-family;White;Male;0;0;50;{United-States};<=50K
*;Self-emp-not-inc;191277;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;1902;60;{United-States};>50K
*;Private;202683;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;48;{United-States};>50K
*;Private;171095;*;12;Divorced;*;*;White;*;0;0;40;*;<=50K
*;Federal-gov;249409;{Prof-school, HS-grad};9;Never-married;*;Own-child;Black;Male;0;0;40;{United-States};<=50K
*;Private;124191;{Masters};14;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;198282;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;15024;0;60;{United-States};>50K
*;Self-emp-not-inc;149116;{Masters};14;Never-married;*;Not-in-family;White;Female;0;0;50;{United-States};<=50K
*;Private;188300;{Some-college};10;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
*;Private;103432;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Self-emp-inc;317660;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;7688;0;40;{United-States};>50K
*;?;304873;{10th, 11th, 12th};6;Never-married;*;Own-child;White;Female;34095;0;32;{United-States};<=50K
*;Private;194901;{10th, 11th, 12th};7;Never-married;*;Own-child;White;Male;0;0;40;{United-States};<=50K
*;Local-gov;189265;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Private;124692;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;432376;*;13;Never-married;*;*;White;*;0;0;40;*;<=50K
*;Private;65324;{Prof-school, HS-grad};15;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Self-emp-not-inc;335605;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;1887;50;{India, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Poland, El-Salvador, Iran, Jamaica, Taiwan, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};>50K
*;Private;377869;{Some-college};10;Married-civ-spouse;*;Wife;White;Female;4064;0;25;{United-States};<=50K
*;Private;102864;{Prof-school, HS-grad};9;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
*;Private;95647;{9th, 1st-4th, 5th-6th, 7th-8th};5;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Self-emp-inc;303090;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Local-gov;197371;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};>50K
*;Private;247552;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;56;{United-States};<=50K
*;Private;102632;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;41;{United-States};<=50K
*;Private;199915;{Some-college};10;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
*;Private;118853;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;60;{United-States};<=50K
*;Private;77143;*;13;Never-married;*;*;Black;*;0;0;40;*;<=50K
*;State-gov;267989;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};>50K
*;Private;301606;{Some-college};10;Never-married;*;Own-child;Black;Male;0;0;35;{United-States};<=50K
*;Private;287828;{Bachelors};13;Married-civ-spouse;*;Wife;White;Female;0;0;40;{United-States};>50K
*;Private;111697;{Some-college};10;Never-married;*;Own-child;White;Female;0;1719;28;{United-States};<=50K
*;Private;114937;{Assoc-acdm, Assoc-voc};12;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;?;129305;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;365739;{Some-college};10;Divorced;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Private;69621;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;White;Female;0;0;60;{United-States};<=50K
*;Private;43323;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Female;0;1762;40;{United-States};<=50K
*;Self-emp-not-inc;120985;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;4386;0;35;{United-States};<=50K
*;Private;254202;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};<=50K
*;Private;146195;{Assoc-acdm, Assoc-voc};12;Divorced;*;Not-in-family;Black;Female;0;0;36;{United-States};<=50K
*;Federal-gov;125933;*;14;Married-civ-spouse;*;*;White;*;0;0;40;*;>50K
*;Self-emp-not-inc;56920;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;60;{United-States};<=50K
*;Private;163127;{Assoc-acdm, Assoc-voc};11;Married-civ-spouse;*;Wife;White;Female;0;0;35;{United-States};<=50K
*;Private;34310;{Some-college};10;Never-married;*;Own-child;White;Male;0;0;20;{United-States};<=50K
*;Private;81973;{Some-college};10;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;40;{United-States};>50K
*;Self-emp-inc;66614;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;232782;{Some-college};10;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
*;Private;316868;*;10;Never-married;*;*;White;*;0;0;30;*;<=50K
*;Private;196584;{Assoc-acdm, Assoc-voc};11;Never-married;*;Not-in-family;White;Female;0;1564;40;{United-States};>50K
*;Private;105376;*;10;Never-married;*;*;White;*;0;0;40;*;<=50K
*;Private;185814;{Prof-school, HS-grad};9;Never-married;*;Unmarried;Black;Female;0;0;30;{United-States};<=50K
*;Private;175374;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;24;{United-States};<=50K
*;Private;108293;{Prof-school, HS-grad};9;Widowed;*;Unmarried;White;Female;0;0;24;{United-States};<=50K
*;Private;181232;{10th, 11th, 12th};7;Married-civ-spouse;*;Husband;White;Male;0;2179;40;{United-States};<=50K
*;?;174662;{Some-college};10;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Local-gov;186009;*;10;Divorced;*;*;White;*;0;0;38;*;<=50K
*;Private;198183;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Private;163003;*;13;Never-married;*;*;Asian-Pac-Islander;*;0;0;40;*;<=50K
*;Private;296158;{Prof-school, HS-grad};9;Never-married;*;Own-child;White;Male;0;0;35;{United-States};<=50K
*;?;252903;{Prof-school, HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;45;{United-States};>50K
*;Private;187715;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;46;{United-States};<=50K
*;Private;214542;{Bachelors};13;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Self-emp-not-inc;494223;{Some-college};10;Separated;*;Unmarried;Black;Male;0;1816;2;{United-States};<=50K
*;Private;191535;{Prof-school, HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;60;{United-States};<=50K
*;Private;228456;*;13;Separated;*;*;Black;*;0;0;50;*;<=50K
*;?;38317;{9th, 1st-4th, 5th-6th, 7th-8th};2;Divorced;*;Not-in-family;White;Female;0;0;20;{United-States};<=50K
*;Private;252752;{Prof-school, HS-grad};9;Never-married;*;Unmarried;White;Female;0;0;40;{United-States};<=50K
*;Self-emp-inc;78374;{Masters};14;Divorced;*;Unmarried;Asian-Pac-Islander;Female;0;0;40;{United-States};<=50K
*;Private;88419;*;9;Never-married;*;*;Asian-Pac-Islander;*;0;0;40;*;<=50K
*;Self-emp-not-inc;201080;{Masters};14;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;207157;*;10;Divorced;*;*;White;*;0;0;40;*;<=50K
*;Federal-gov;235485;{Assoc-acdm, Assoc-voc};12;Never-married;*;Not-in-family;White;Male;0;0;42;{United-States};<=50K
*;State-gov;102628;*;14;Widowed;*;*;White;*;0;0;40;*;<=50K
*;Private;25828;{10th, 11th, 12th};7;Never-married;*;Own-child;White;Male;0;0;16;{United-States};<=50K
*;Local-gov;54826;{Assoc-acdm, Assoc-voc};11;Widowed;*;Not-in-family;White;Female;0;0;20;{United-States};<=50K
*;Private;124953;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Male;0;1980;40;{United-States};<=50K
*;State-gov;175325;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Private;96062;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;1977;40;{United-States};>50K
*;Private;428030;{Bachelors};13;Never-married;*;Not-in-family;White;Male;0;0;50;{United-States};<=50K
*;State-gov;149624;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;253814;{Prof-school, HS-grad};9;Married-spouse-absent;*;Unmarried;White;Female;0;0;25;{United-States};<=50K
*;Private;312956;{Prof-school, HS-grad};9;Never-married;*;Own-child;Black;Male;0;0;40;{United-States};<=50K
*;Private;483777;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;Black;Male;0;0;40;{United-States};<=50K
*;Private;183930;{Prof-school, HS-grad};9;Never-married;*;Own-child;White;Male;0;0;12;{United-States};<=50K
*;Private;37274;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;65;{United-States};<=50K
*;Local-gov;181344;{Some-college};10;Married-civ-spouse;*;Husband;Black;Male;0;0;38;{United-States};>50K
*;Private;114580;{Some-college};10;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Private;633742;{Some-college};10;Never-married;*;Not-in-family;Black;Male;0;0;45;{United-States};<=50K
*;Private;286370;{9th, 1st-4th, 5th-6th, 7th-8th};4;Married-civ-spouse;*;Husband;White;Male;0;0;40;{India, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Poland, El-Salvador, Iran, Jamaica, Taiwan, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};>50K
*;Federal-gov;29054;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;42;{United-States};>50K
*;Private;304030;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
*;Self-emp-not-inc;143129;{Bachelors};13;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;?;135105;{Bachelors};13;Divorced;*;Not-in-family;White;Female;0;0;50;{United-States};<=50K
*;Private;99928;{Masters};14;Married-civ-spouse;*;Wife;White;Female;0;0;50;{United-States};<=50K
*;State-gov;109567;{Doctorate};16;Married-civ-spouse;*;Husband;White;Male;0;0;1;{United-States};>50K
*;Private;155222;{Some-college};10;Divorced;*;Not-in-family;Black;Female;0;0;28;{United-States};<=50K
*;Private;159567;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;Local-gov;523910;{Bachelors};13;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
*;Private;120939;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;45;{United-States};<=50K
*;Federal-gov;130760;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;24;{United-States};<=50K
*;Private;197387;*;3;Married-civ-spouse;*;*;White;*;0;0;40;*;<=50K
*;Private;99374;{Some-college};10;Divorced;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Federal-gov;56795;{Masters};14;Never-married;*;Not-in-family;White;Female;14084;0;55;{United-States};>50K
*;Private;138992;*;14;Married-civ-spouse;*;*;White;*;7298;0;40;*;>50K
*;Self-emp-not-inc;32921;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Private;397317;{Masters};14;Never-married;*;Not-in-family;White;Female;0;1876;40;{United-States};<=50K
*;?;170653;*;9;Never-married;*;*;White;*;0;0;40;*;<=50K
*;Private;259323;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{United-States};>50K
*;Local-gov;254817;{Some-college};10;Never-married;*;Not-in-family;White;Female;0;1340;40;{United-States};<=50K
*;State-gov;48211;{Prof-school, HS-grad};9;Divorced;*;Unmarried;White;Female;0;0;35;{United-States};<=50K
*;Private;140164;{10th, 11th, 12th};7;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
*;Private;128757;{Bachelors};13;Married-civ-spouse;*;Husband;Black;Male;7298;0;36;{United-States};>50K
*;Private;36270;{Prof-school, HS-grad};9;Divorced;*;Not-in-family;White;Male;0;0;60;{United-States};<=50K
*;Self-emp-inc;210563;{Prof-school, HS-grad};9;Married-civ-spouse;*;Wife;White;Female;15024;0;35;{United-States};>50K
*;Private;65368;{10th, 11th, 12th};7;Never-married;*;Own-child;White;Female;0;0;12;{United-States};<=50K
*;Local-gov;160943;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;Black;Male;0;0;40;{United-States};<=50K
*;Private;208358;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;153790;{Some-college};10;Never-married;*;Not-in-family;Amer-Indian-Eskimo;Female;0;0;40;{United-States};<=50K
*;Private;85815;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;Asian-Pac-Islander;Male;0;0;40;{United-States};<=50K
*;Self-emp-inc;125417;{9th, 1st-4th, 5th-6th, 7th-8th};4;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};>50K
*;Private;635913;{Bachelors};13;Never-married;*;Not-in-family;Black;Male;0;0;60;{United-States};>50K
*;Private;313321;{Assoc-acdm, Assoc-voc};12;Divorced;*;Not-in-family;White;Female;0;0;40;{United-States};<=50K
*;Private;182609;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;50;{India, France, Canada, Ecuador, Puerto-Rico, Peru, Thailand, Italy, Outlying-US(Guam-USVI-etc), Mexico, Holand-Netherlands, Columbia, Poland, El-Salvador, Iran, Jamaica, Taiwan, Germany, Japan, Greece, Philippines, Portugal, Ireland, Cuba, Vietnam, England, Dominican-Republic};<=50K
*;Private;109434;{Bachelors};13;Married-civ-spouse;*;Husband;White;Male;0;0;55;{United-States};<=50K
*;Private;255004;{10th, 11th, 12th};6;Never-married;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Private;197860;{Some-college};10;Married-civ-spouse;*;Husband;White;Male;0;0;40;{United-States};<=50K
*;?;187656;{9th, 1st-4th, 5th-6th, 7th-8th};2;Divorced;*;Not-in-family;White;Male;0;0;40;{United-States};<=50K
*;Private;51744;{Prof-school, HS-grad};9;Never-married;*;Not-in-family;Black;Male;0;2206;40;{United-States};<=50K
*;Private;176681;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;Black;Male;0;0;20;{United-States};<=50K
*;Local-gov;140359;*;1;Never-married;*;*;White;*;0;0;35;*;<=50K
*;Private;243313;{Prof-school, HS-grad};9;Never-married;*;Own-child;White;Female;0;0;40;{United-States};<=50K
*;?;24215;{10th, 11th, 12th};6;Divorced;*;Not-in-family;Amer-Indian-Eskimo;Female;0;0;10;{United-States};<=50K
*;Self-emp-not-inc;167687;{Prof-school, HS-grad};9;Married-civ-spouse;*;Husband;White;Male;1409;0;50;{United-States};<=50K
*;Private;314209;*;11;Widowed;*;*;White;*;0;0;20;*;<=50K
